,id,name,fans,性别,星座,出生日期,出生地,职业,更多外文名,更多中文名,家庭成员,imdb编号,生卒日期,去世日期
2175,1314012,骆达华 Tat-Wah Lok,261,男,金牛座,1964年05月07日,中国香港,演员,Ken Lok / Ken Lok Daat Wah,,,,,
2176,1314013,邵传勇 Timothy Zao,76,男,白羊座,1969年04月13日,中国香港,演员 / 导演,,,黎芷珊(前女友),,,
2177,1314015,耿长军 Asano Nagahide,158,男,狮子座,1979年08月22日,"日本,长崎县,长崎市",演员,,浅野长英,,,,
2178,1314016,黄娟 Juan Huang,263,女,金牛座,1990年05月19日,"中国,贵州贵阳",演员 / 编剧,,,,,,
2179,1314021,李立 Li Li,79,男,射手座,1981年12月15日,"中国,湖南,长沙",演员,,李宥霖,,,,
2180,1314023,朱佳梦   Jiameng Zhu,29,女,,,,导演 / 编剧,,,,,,
2181,1314029,赵天宇 Tianyu Zhao,256,男,,,"吉林,长春",导演 / 编剧 / 制片人,,,,,,
2182,1314034,王小康 Xiaokang Wang,19,男,,,,导演 / 演员 / 编剧,,,王静茹(姐),,,
2183,1314036,王斑 Ban Wang,136,男,巨蟹座,1971年07月07日,"中国,河南",演员,,,曹颖(妻) / 王梓涵(子),,,
2184,1314037,赵鸿飞 Hongfei Zhao,1065,男,巨蟹座,1978年07月09日,"中国,天津",演员,,,,,,
2185,1314041,熊乃瑾 Naijin Xiong,2495,女,天秤座,1982年10月14日,"中国,重庆",演员 / 配音,,熊乃槿,,,,
2186,1314044,杨子 Zi Yang,133,男,双子座,1975年06月18日,,演员 / 制片人 / 编剧,,,黄圣依(妻) / 杨安迪(子) / 杨安麟(子),,,
2187,1314047,童瑶 Yao Tong,6144,女,狮子座,1985年08月11日,"中国,云南,昆明",演员,无,无,none,,,
2188,1314048,周奇奇 Qiqi Zhou,1134,女,巨蟹座,1986年06月27日,"中国,山西,太原",演员,Cica,夏仪 / 奇奇,江奇霖(夫),,,
2189,1314052,小岛正幸 Masayuki Kojima,384,男,双鱼座,1961年03月11日,日本，山梨県山梨市,导演 / 编剧,小島正幸,,,,,
2190,1314060,尼尔斯·施内德 Niels Schneider,766,男,双子座,1987年06月18日,"法国,巴黎",演员,,,Jean-Paul Schneider(父) / Vadim Schneider(兄) / Volodia Schneider(姐妹),,,
2191,1314064,魏大勋 Daxun Wei,3741,男,白羊座,1989年04月12日,"中国,吉林",演员 / 主持人,,魏兴文,魏爸（爸爸）,,,
2192,1314065,姜伟 Wei Jiang,1355,,,,山东济南,导演 / 编剧 / 演员 / 美术,,,,,,
2193,1314067,林书宇 Tom Lin,736,男,水瓶座,1976年02月08日,"中国台湾,台北",导演 / 副导演 / 编剧 / 制片人 / 演员,Shu-Yu Lin,,夏于乔(妻),,,
2194,1314075,纳豆 Nadow Lin,341,男,摩羯座,1981年01月07日,中国台湾,演员 / 主持人,,林郁智,,,,
2195,1314076,周咏轩 Wasir Chou,233,男,双鱼座,1978年03月02日,"中国台湾,台北",演员,,,,,,
2196,1314078,王力可 Like Wang,1872,女,双鱼座,1987年02月27日,"中国,山东济南",演员,,王安琪,,,,
2197,1314120,张猛 Meng Zhang,3671,男,白羊座,1975年04月12日,"中国,辽宁,沈阳",导演 / 制片人 / 编剧 / 演员,,,张惠中(父) / 陈佩云(母),,,
2198,1314123,靳东 Dong Jin,10214,男,摩羯座,1976年12月22日,"中国,山东,济宁",演员 / 制片人 / 配音,,,李佳(妻),,,
2199,1314124,杨紫 Andy Yang,33919,,天蝎座,1992年11月06日,"中国,北京",演员 / 配音 / 音乐,,杨旎奥,马海燕(母) / 秦俊杰(前男友),,,
2200,1314130,白静 Jing Bai,178,,双子座,,"中国,辽宁,调兵山市",演员,,,周成海(夫),,1983年06月04日 至 2012年02月28日,
2201,1314137,郭凯敏 Kaimin Guo,189,男,,1958年,"中国,吉林,长春",演员 / 导演,,郭芳,刘晓春(妻) / 郭成(子) / 张芝华(前妻) / 郭乙桓(次子),,,
2202,1314140,李易峰 Yifeng Li,22148,男,金牛座,1987年05月04日,"中国,四川,成都",演员,,,,,,
2203,1314146,周涛 Tao Zhou,1130,女,白羊座,1968年03月23日,"中国,安徽,淮南",演员 / 主持人 / 导演 / 配音,,,路云(夫) / 姚科(前夫),,,
2204,1314149,李玲玉 Lingyu Li,521,,白羊座,1963年04月09日,"中国,上海",演员 / 音乐,,,,,,
2205,1314167,郝劭文 Shaowen Hao,955,,摩羯座,1990年01月04日,"中国台湾,台北",演员 / 配音,Steven Hao,好笑文(昵称) / 臭屁文(昵称) / 好色文(昵称) / 郝邵文,父 母、一妹,,,
2206,1314174,胡戈 Ge Hu,412,,处女座,1974年09月20日,中国，湖北省武汉市,导演 / 编剧 / 演员,,,,,,
2207,1314175,侯亮 Liang Hou,8,男,天秤座,1979年10月21日,"中国,陕西",导演 / 编剧,,,,,,
2208,1314181,朱刚日尧 Gangriyao Zhu,156,男,双子座,1988年06月05日,"中国,贵州,安顺",演员,,朱贺日尧,,,,
2209,1314183,肥龙 Helong Wang,57,男,,,河南郑州,演员,,王鹤龙 / 王贺龙,,,,
2210,1314199,颜冠英 Guanying Yan,590,男,,1946年,"中国,北京",演员,,闫冠英,,,,
2211,1314208,郑大圣 Dasheng Zheng,1527,男,,1968年,上海,导演 / 演员 / 制片人 / 编剧,,,黄蜀芹(母) / 黄佐临(外祖父),,,
2212,1314210,沈好放 Haofang Shen,411,男,,1953年,"中国,北京",导演 / 制片人 / 副导演 / 编剧,,,马丽珠(妻),,,
2213,1314212,舒耀瑄 Yaoxuan Shu,154,男,,1956年,,演员,,舒耀瑄 / 舒耀煊 / 舒耀宣 / 舒耀碹,,,,
2214,1314221,孙大川 Dachuan Sun,31,男,巨蟹座,1979年06月26日,,演员,,,,,,
2215,1314222,王骁 Xiao Wang,1575,男,金牛座,1978年05月04日,"中国,北京",演员,,,王群(父) / 王馥荔(母),,,
2216,1314229,卢星宇 Xingyu Lu,308,男,巨蟹座,1973年07月22日,"中国,山东,泰安",演员,,,,,,
2217,1314232,林黎胜 Lisheng Lin,179,,,1969年,福建,编剧 / 导演 / 演员 / 制片人,,,,,,
2218,1314240,王度庐 Dulu Wang,347,男,,,北京,编剧,,,,,1909年 至 +1977年02月12日,
2219,1314245,王一楠 Yinan Wang,401,,处女座,1978年09月12日,云南,演员,王亦婻 / 王俐丹,王霞,高鑫(夫),,,
2220,1314247,杨臣刚 Chengang Yang,88,男,水瓶座,1979年02月18日,中国湖北武汉,演员 / 音乐,,臣刚、刚子,吴红文(妻),,,
2221,1314249,施予斐 Yufei Shi,1571,女,双子座,1986年06月05日,"中国,黑龙江,哈尔滨",演员,,施艳飞,,,,
2222,1314257,张晞临 Xilin Zhang,809,男,巨蟹座,1966年07月08日,"中国,北京",演员 / 副导演,,张希临 / 张唏临,,,,
2223,1314261,王子元 Wang Ziyuan,9,,巨蟹座,1990年07月18日,,导演 / 编剧 / 演员,,,,,,
2224,1314262,梁俊一 Anson Leung,60,男,天秤座,1979年10月12日,中国香港,演员,,,,,,
2225,1314263,徐僧 Seng Xu,835,男,双子座,1982年06月13日,"中国,安徽,合肥",演员,,,白庆琳(前妻),,,
2226,1314268,刘园媛 Yuanyuan Liu,485,女,处女座,1980年09月10日,"中国,重庆",演员,,刘园园 / 刘圆圆,沙桐(夫),,,
2227,1314295,李艾 Ai Li,461,女,摩羯座,1979年01月04日,"中国,广东,广州",演员 / 主持人,四丢比,,张徐宁(夫),,,
2228,1314306,邢宇飞 Yufei Xing,227,女,天秤座,1981年10月07日,"中国,吉林,通化",演员,,邢宇菲(曾用名) / 歌洋,,,,
2229,1314315,刘小锋 Xiaofeng Liu,347,男,摩羯座,1971年01月16日,"中国,辽宁,沈阳",演员 / 导演 / 制片人,,刘小峰(误),朱墨(妻),,,
2230,1314321,吴樾 Yue Wu,1990,男,金牛座,1976年04月25日,"中国,河北,张家口",演员 / 导演 / 制片人 / 编剧,,吴越,,,,
2231,1314323,迟嘉 Jia Chi,341,男,巨蟹座,1983年06月22日,"中国,山东",演员,Keanu,迟佳,,,,
2232,1314326,徐永革 Yongge Xu,39,,双鱼座,1967年03月19日,山东济南,演员,,,,,,
2233,1314327,程伊 Yi Cheng,96,女,,1991年,北京,演员,,,,,,
2234,1314329,张颂文 Songwen Zhang,10707,男,金牛座,1976年05月10日,"中国,广东,韶关",演员,,,,,,
2235,1314331,李诚儒 Chengru Li,1489,男,射手座,1954年11月25日,"中国,北京",演员 / 导演 / 编剧 / 制片管理 / 配音,,李成儒,史依弘(前妻) / 李大海(子),,,
2236,1314348,李依玲 Yiling Li,448,女,天秤座,1982年10月10日,"中国,重庆",演员,,李玉伶(本名),,,,
2237,1314349,张雷雨 Leiyu Zhang,5,男,双子座,1984年06月01日,,演员,,雷雨,,,,
2238,1314350,西瓦罗·孔萨库 Sivaroj Kongsakul,5,男,,,泰国,导演 / 编剧 / 演员,ศิวโรจณ์ คงสกุล,,,,,
2239,1314371,胡雪桦 Sherwood Hu,85,,,1967年,"中国,上海",导演 / 制片人 / 编剧 / 演员,,,"胡伟民(父),胡雪杨(弟)",,,
2240,1314374,李媛 Yuan Li,3589,女,巨蟹座,1984年07月04日,中国,演员 / 其它,,,,,,
2241,1314386,于谨维 Jinwei Yu,667,,双鱼座,1976年03月19日,"中国,天津",演员,Xiaowei Yu,于小伟,高圆圆(前女友),,,
2242,1314401,顾佑明 Youming Gu,206,男,狮子座,1983年08月13日,安徽，合肥,演员,,顾一凡 / 顾又铭,,,,
2243,1314402,林子聪 Tze Chung Lam,631,男,狮子座,1976年08月16日,中国香港,演员 / 导演 / 编剧 / 制片人 / 配音,,肥仔聪,Christy(妻) / 林奕滔(子),,,
2244,1314404,刘亚津 Yajin Liu,161,男,摩羯座,1959年01月02日,"中国,天津",演员 / 导演 / 制片人,,,张国丰(妻) / 刘芸杉(女),,,
2245,1314405,王思懿 Siyi Wang,1544,女,射手座,1970年12月11日,"中国,台湾",演员,Brenda,王心静,,,,
2246,1314406,梁静茹 Fish,938,,双子座,1978年06月16日,"马来西亚,森美兰州,瓜拉庇劳县",演员 / 配音 / 音乐,Jasmine Leong (曾用英文名),梁翠萍(原名),赵元同(前夫),,,
2247,1314410,刘芳 Fang Liu,46,女,巨蟹座,1960年07月10日,,演员,,,岳跃利(前夫) / 岳野(女),,,
2248,1314411,刘芳毓 Fangyu Liu,41,女,天蝎座,1978年11月12日,"中国,新疆",演员,,,赵建平(夫),,,
2249,1314435,卢奇 Qi Lu,170,男,狮子座,1953年08月21日,四川甘洛,演员 / 导演,,,,,,
2250,1314443,高亚麟 Yalin Gao,753,男,巨蟹座,1972年06月29日,"中国,山东,淄博",演员 / 导演 / 制片人 / 编剧,,,时玮(妻),,,
2251,1314446,奥利维耶·梅斯 Olivier Meys,130,男,,,"比利时,布鲁塞尔",导演 / 编剧,,,,,,
2252,1314452,叶竞生 Bobby Yip Kin Sang,227,男,水瓶座,1954年02月17日,中国 福建,演员 / 配音,Baat Leung-Gam,八两金(艺名) / 叶子申,,,,
2253,1314453,廖京生 Jingsheng Liao,141,男,巨蟹座,1955年07月04日,"中国,北京",演员,,,何晴(妻子),,,
2254,1314454,柳翰雅 Aya,727,女,处女座,1978年09月14日,"中国,台湾",演员 / 配音 / 主持人 / 制片人 / 其它,Hanya Liu,阿雅,,,,
2255,1314455,汤镇宗 Chun-Chung Tong,312,男,天蝎座,1956年10月30日,中国香港,演员,,,汤镇业(弟) / 汤洛雯(女),,,
2256,1314462,刘羽琦 Yuqi Liu,765,女,巨蟹座,1986年07月18日,"中国,江苏,徐州",演员,IZUMIIA,大7 / 77 / 7宝,刘羽宇(本名),,,
2257,1314464,卓文萱 Genie Zhuo,265,,水瓶座,1986年01月20日,中国台湾台北县永和市,演员,,,许少瑜(男友) / 杨声铮(前男友),,,
2258,1314467,甘薇 Wei Gan,194,女,双子座,1984年05月21日,重庆,演员 / 制片人 / 编剧,小薇,,贾跃亭(前夫),,,
2259,1314468,江易珈 Yijia Jiang,72,,,,江西上饶,演员,Yan Xing,邢妍(曾用名),,,,
2260,1314472,张恒 Heng Zhang,463,女,射手座,1978年11月29日,"中国,安徽,芜湖",演员,Rolling,,尹超(夫),,,
2261,1314473,刘劲 Jin Liu,396,男,射手座,1963年12月07日,"中国,四川,阿坝",演员 / 导演,,,刘来恩(女),,,
2262,1314474,杨婷婷 Tingting Yang,122,女,巨蟹座,1983年07月10日,,演员,,,,,,
2263,1314475,汤怡 Kathy Tong,1180,女,天秤座,1987年10月17日,"中国,香港",演员,,袁家怡,麦秋成(夫) / 洪卓立(前男友),,,
2264,1314476,修庆 Qing Xiu,666,男,白羊座,1969年04月11日,"中国,河南",演员 / 导演,,,修正宇(父) / 修革(兄),,,
2265,1314478,陈龙 Long Chen,1177,男,狮子座,1976年07月24日,"中国,上海",演员 / 导演,Johnny Chen,陈洁,章龄之(妻) / 陈纪宇(子),,,
2266,1314482,刘承俊 Sung-jun Yoo,351,男,射手座,1976年12月15日,"韩国,首尔",演员,유승준，JUN / Steve,俊哥,,,,
2267,1314485,陈昊 Hao Chen,178,男,摩羯座,1979年01月03日,,演员,,,,,,
2268,1314486,郝柏杰 Bojie Hao,43,男,处女座,1981年09月09日,,演员 / 导演,,郝爱明(本名),,,,
2269,1314487,陈天陆 Tianlu Chen,6,男,白羊座,1953年04月01日,,演员,,陈天路,,,,
2270,1314488,谢孟伟 Mengwei Xie,225,男,双鱼座,1989年03月04日,"中国,河北,保定",演员 / 导演 / 编剧,,,,,,
2271,1314489,刘小宁 Xiaoning Liu,86,男,摩羯座,1967年01月01日,,演员 / 导演,,,,,,
2272,1314492,车玉璐 Yulu Che,46,女,白羊座,1991年04月17日,,演员,,,,,,
2273,1314497,何中华 Zhonghua He,583,男,双鱼座,1969年03月07日,"中国,吉林",演员 / 导演,,,,,,
2274,1314524,常铖 Cheng Chang,444,男,狮子座,1975年08月03日,"中国,山东,烟台",演员,Jerry Chang,常鲁峰(本名) / 常诚,常晋(弟),,,
2275,1314525,杨蕊 Rui Yang,509,女,天蝎座,1979年11月12日,"中国,北京",演员,Reny,杨小蕊 (昵称) / 蕊蕊青儿 (昵称),杨绫(妹),,,
2276,1314530,周泓 Hong Zhou,893,女,金牛座,1987年05月04日,"中国,江苏",演员,Jessie Zhou,丸子(昵称),,,,
2277,1314535,林更新 Gengxin Lin,6925,男,水瓶座,1988年02月13日,"中国,辽宁,沈阳",演员 / 配音 / 主持人,Kenny,小新(昵称),,,,
2278,1314540,温海波 Haibo Wen,79,男,,,,演员,Haibo Wen,海波,温海涛 (弟),,,
2279,1314544,王凯 Kai Wang,13233,男,狮子座,1982年08月18日,"中国,湖北,武汉",演员 / 音乐 / 导演,Nick Wang,凯凯王(昵称) / 大王(昵称),,,,
2280,1314547,李彩英 Chae-yeong Lee,740,,金牛座,1986年04月29日,韩国首尔,演员,이채영 / 이보영（本名）,李睬英 / 李宝英,父母 / 徐胜雅(姐),,,
2281,1314553,洪晓熙 Se-hee Hong,254,女,狮子座,1984年08月19日,,演员,홍소희(本名),,,,,
2282,1314558,莫诗旎 Shini Mo,120,女,双子座,1991年05月30日,"中国,广东,深圳",演员,,莫诗妮,,,,
2283,1314559,高斯 Si Gao,98,,处女座,1982年08月28日,"中国,辽宁,鞍山",演员,,,[夫]王阳,,,
2284,1314564,吴昊昊 Wu Haohao,607,男,,1986年,"山西,太原",导演 / 剪辑 / 制片人 / 编剧 / 摄影,,,,,,
2285,1314567,李林金 Linjin Li,10,,处女座,1997年09月17日,广东省深圳市,演员,,,,,,
2286,1314569,滕华涛 Hua-Tao Teng,1135,男,,1972年,"中国,北京",导演 / 制片人 / 编剧 / 演员 / 美术,高圆圆(前女友) / 刘孜(前女友),滕华弢,滕文骥(父) / 周圆圆(妻),,,
2287,1314572,赵正平 Cheng-ping Chao,160,男,巨蟹座,1968年06月28日,中国台湾省台北市南区,演员 / 导演 / 编剧,David,赵哥,,,,
2288,1314590,黄小柔 Sunnie Huang,58,,天秤座,1981年10月13日,"中国,台湾,嘉义",演员,,,,,,
2289,1314594,侯雨桐 Yutong Hou,41,女,,,吉林省吉林市,演员,,,,,,
2290,1314595,崔轶 Tommy Cui,7,男,天蝎座,1978年10月26日,苏州,导演 / 制片人 / 编剧,,,,,,
2291,1314600,潘阳 Yang pan,175,女,水瓶座,1983年02月13日,"中国,黑龙江,东宁县",演员,sonya pan,,潘长江(父),,,
2292,1314603,车永莉 Yongli Che,420,女,水瓶座,1980年01月28日,"中国,四川",演员,,,,,,
2293,1314608,刘恩佑 Enyou Liu,240,,双鱼座,1985年03月17日,"中国,云南,昆明",演员,,刘海春(本名),,,,
2294,1314609,曹苑 Yuan Cao,212,女,摩羯座,1988年01月13日,"中国,山东,青岛",演员,,,,,,
2295,1314627,谢苗 Miu Tse,1052,男,金牛座,1984年05月02日,北京,演员,,丹增多杰(法名),何彦霓(妻),,,
2296,1314629,赵龙豪 Longhao Zhao,346,男,巨蟹座,1973年07月01日,"中国,黑龙江",演员,,赵纯阳 / 赵春羊 / 赵春阳,,,,
2297,1314630,李净洋 Jingyang Li,121,,金牛座,1988年05月08日,山东,演员,,洋妞儿,,,,
2298,1314631,周幼婷 Jade Yu-Ting Chou,110,女,双子座,1977年06月10日,中国台湾,演员,Jade,静,蓝正龙(夫),,,
2299,1314632,王森 Sen Wang,663,男,狮子座,1989年08月03日,"中国,北京",演员 / 编剧,,,,,,
2300,1314636,张嘉倪 Jiani Zhang,4086,女,巨蟹座,1987年06月22日,"中国,四川,成都",演员,Jenny Zhang,,买超(夫),,,
2301,1314637,林佑威 Yo-Wei Lin,553,,射手座,1977年11月24日,"中国台湾,台北",演员,,,李育玟(前妻),,,
2302,1314641,刘玥霏 Yuefei Liu,800,女,双鱼座,1988年03月13日,"中国,湖南,衡阳",演员,Yoyo Liu / Yuxin Liu,刘雨欣,李濛(前夫),,,
2303,1314642,吴毅将 Ben Ng,662,,巨蟹座,1961年06月22日,"中国,香港",演员,Choi-Nam Ng / Ngai Cheung Ng,吴彩南(本名),唐丽球(妻),,,
2304,1314643,高晟晖 Shenghui Gao,403,男,狮子座,1982年08月15日,"中国,天津",演员,Yunxiang Gao / Gavin Gao,高云祥 / 高云翔,董璇(前妻),,,
2305,1314644,段国云 Guoyun Duan,6,男,射手座,1980年12月10日,山西,导演 / 编剧,,胖子（昵称）,,,,
2306,1314657,霍政谚 Zhengyan Huo,188,男,巨蟹座,1982年06月28日,"中国,辽宁,丹东",演员,霍焰(原名),,六月（前女友）,,,
2307,1314660,黄幻 Huan Huang,540,,白羊座,1989年03月27日,"中国,重庆",演员,ROSSY,黄野(曾用名),,,,
2308,1314665,约翰·布莱德利 John Bradley,516,男,处女座,1988年9月15日,英国,演员,John Bradley West,,,,,
2309,1314679,牛涵 Niu Han,55,男,双子座,1985年05月22日,"中国,陕西,西安",导演 / 编剧 / 摄影 / 制片人,,,,,,
2310,1314682,伊坂幸太郎 Kotaro Isaka,8619,男,双子座,1971年5月25日,"日本,仙台",编剧,,,,,,
2311,1314694,张哲洙 Cheol-soo Jang,902,男,,1974年,"韩国,江原道",导演 / 副导演 / 编剧,장철수,张哲秀 / 千丙哲,,,,
2312,1314702,赵柯 Karina Zhao,1564,,水瓶座,1983年02月13日,"中国,河南,郑州",演员,,,,,,
2313,1314704,宋小宝 Xiaobao Song,703,男,摩羯座,1981年01月05日,"中国,吉林,通化",演员 / 导演 / 编剧,,宋宝利,,,,
2314,1314710,徐克 Ke Xu,23,男,,,"中国,北京",导演 / 编剧 / 制片人 / 剪辑 / 美术,,小徐克,,,,
2315,1314722,韩天 Tian Han,135,,,1984年12月,北京,导演 / 编剧,Van,,,,,
2316,1314723,张琪 Qi Zhang,105,男,狮子座,1958年08月03日,"中国,黑龙江",演员,,,彭瑞芬(妻),,,
2317,1314726,孟瑶 Yao Meng,1772,女,双子座,1983年06月13日,"中国,山西,大同",演员,Natalie,孟尧(本名),周磊(前夫) / Dustin（儿子）,,,
2318,1314728,王小毅 Xiaoyi Wang,239,男,双鱼座,1983年03月02日,"中国,河南,郑州",演员,Ryan,王毅,宁静(前女友),,,
2319,1314730,乔梁 Liang Qiao,118,男,巨蟹座,1969年07月06日,中国,导演 / 编剧 / 演员,,,,,,
2320,1314739,赵佳 Jia Zhao,13,女,双子座,1982年05月22日,中国,演员,,,,,,
2321,1314740,范玮琪 Christine Fan,444,女,双鱼座,1976年03月18日,"美国,俄亥俄州",演员,Christine,范范(昵称) / 顽皮豹(昵称) / 堂主(昵称),陈建州(夫),,,
2322,1314741,白卉子 Huizi Bai,190,女,双鱼座,1991年02月25日,中国,演员,,,邓伦(前男友),,,
2323,1314742,孙达 Da Sun,8,男,,,"中国,辽宁",导演 / 编剧,,,,,,
2324,1314745,王光利 Guangli Wang,143,男,,1966年11月,"中国,四川,眉山",导演 / 制片人 / 编剧,,时间,秦雯(妻),,,
2325,1314747,蔡国庆 Guoqing Cai,242,,处女座,1968年09月17日,"中国,北京",演员 / 配音,David,,蔡轩正(子) / 蔡仲秋(父),,,
2326,1314754,李建华 Jianhua Li,90,男,狮子座,1956年08月10日,"中国,北京",演员,,,,,,
2327,1314758,支一 Yi Zhi,21,,射手座,1990年11月29日,"中国,辽宁,铁岭",演员,,,,,,
2328,1314760,孔笙 Sheng Kong,21831,男,,1960年,"中国,山东",导演 / 演员 / 摄影 / 制片人 / 剪辑,,,孔歌子(女),,,
2329,1314761,李依晓 Xiaoyi Li,1515,女,水瓶座,1983年02月02日,"中国,辽宁,锦州",演员,,李烁,,,,
2330,1314762,许亚军 Yajun Xu,2087,男,水瓶座,1964年02月04日,"中国,河北省,涉县",演员,,,何晴(前妻) / 张澍(妻),,,
2331,1314763,蓝心妍 Leni Lan,3632,,双鱼座,1990年03月09日,"中国,上海",演员 / 制片人,Crazybarby Leni Lan / ЛаньЯнь / Lan Yan,蓝燕(曾用名) / 蓝智研 / 英皇柏芝 / 小妖,,,,
2332,1314773,洪天明 Timmy Hung Tin-Ming,145,男,巨蟹座,1974年07月01日,"中国,香港",演员,Timmy,,洪金宝(父) / 周家蔚(妻) / 洪天祥(弟) / 洪天照(弟),,,
2333,1314783,丁柳元 Liuyuan Ding,608,女,金牛座,1977年04月21日,"中国,四川,自贡",演员,,柳渊(曾用名),,,,
2334,1314789,干露露 Lulu Gan,293,女,天蝎座,1985年11月01日,"中国,河南,信阳,商城县",演员,,露丝 / 露儿 / 露露,干德轩（父） / 雷炳侠（母） / 干毛毛（妹）,,,
2335,1314803,郭珍霓 Zhenni Guo,1888,女,摩羯座,1982年01月08日,"中国,黑龙江,哈尔滨",演员,Jenny,,,,,
2336,1314821,蒋欣 Xin Jiang,6362,女,金牛座,1983年05月08日,"中国,新疆,乌鲁木齐",演员,Rulu,欣欣(昵称),,,,
2337,1314825,瞿友宁 Arthur Chu Yu-Ning,1250,男,摩羯座,1970年01月08日,"中国台湾,台中",导演 / 编剧 / 演员 / 制片人 / 副导演,,维尼,,,,
2338,1314827,王千源 Qianyuan Wang,14629,男,巨蟹座,1972年06月27日,"中国,辽宁,沈阳",演员 / 配音,,王锦鹏(原名),王早来(父) / 周灵芝(母),,,
